"Title";"Released";"ContentRating";"IMBDRating";"RottenRating";"Genre";"Description";"NumOfSeasons";"StreamingPlatform"
"OK K.O.! Let's Be Heroes";2017;7;7.1;61;"Animation,Action & Adventure";"Animated comedy set in the futuristic year of 201X, where the world is populated by video game and manga-esque characters.OK K.O.! Let's Be Heroes featuring Ian Jones-Quartey and Ashly Burch has one or more episodes streaming with subscription on HBO MAX, streaming with subscription on Hulu, streaming via tv everywhere with Cartoon Network, and 8 others. It's an action & adventure and animation show with 127 episodes over 4 seasons. OK K.O.! Let's Be Heroes is no longer running and has no plans to air new episodes or seasons. It has a better than average IMDb audience rating of 7.1 (1,571 votes).";"4 Seasons";"Hulu"
"Making It";2018;7;7.9;61;"Reality,Comedy";"In this reality competition, craft makers from all walks of life take on a series of projects. Over the course of each episode, the contestants must tackle a different theme, hand-making items in different disciplines — the difficulty of which increases with every episode until a winner is crowned.Making It featuring Nick Offerman and Amy Poehler has one or more episodes streaming with subscription on Hulu, streaming via tv everywhere with NBC (Via Cable/Satellite Provider), free on NBC, and 5 others. It's a comedy and documentary show with 14 episodes over 2 seasons. Making It is still airing with no announced date for the next episode or season. It has a high IMDb audience rating of 7.9 (1,003 votes).";"2Seasons";"Hulu"
"Unsolved: The Murders of Tupac and The Notorious B.I.G.";2018;18;7.9;61;"Biography,Crime";"A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.Unsolved: The Murders of Tupac and The Notorious B.I.G. featuring Josh Duhamel and Jimmi Simpson has one or more episodes streaming with subscription on Netflix, available for purchase on iTunes, available for purchase on Google Play, and 3 others. It's a biography and crime show with 11 episodes over 1 season. Unsolved: The Murders of Tupac and The Notorious B.I.G. is no longer running and has no plans to air new episodes or seasons. It has a high IMDb audience rating of 7.9 (6,031 votes).";"1 Season";"Netflix"
"March Comes in Like a Lion";2016;7;8.4;61;"Animation,Anime";"Rei is a 17-year old professional shōgi player, who lives by himself, not having a real family, and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Hinata and Momo, and who also keep a numerous number of cats.March Comes in Like a Lion featuring Kengo Kawanishi and Ai Kayano has one or more episodes streaming with subscription on Netflix, free on Crunchyroll, and streaming with subscription on Funimation. It's an animation and anime show with 88 episodes over 4 seasons. March Comes in Like a Lion is no longer running and has no plans to air new episodes or seasons. It has a high IMDb audience rating of 8.4 (1,301 votes).";"4Seasons";"Netflix"
"(The Hook Up Plan)";2018;16;7.3;61;"Comedy,Romance";"In a misguided attempt to build up perpetually single Elsa's confidence, her friends hire a male escort. A comedy series set in Paris.(The Hook Up Plan) featuring Zita Hanrot and Sabrina Ouazani has one or more episodes streaming with subscription on Netflix. It's a comedy and romance show with 15 episodes over 2 seasons. (The Hook Up Plan) is still airing with no announced date for the next episode or season. It has a better than average IMDb audience rating of 7.3 (3,261 votes).";"2Seasons";"Netflix"
"The Method";2015;18;7.4;61;"Crime,Drama";"The main character is an extraordinary and mysterious person, at the  same time, he (Rodion Meglin) is an outstanding inspector. Rodion is  used to work alone in order to keep the secrecy of his unusual method.  Young graduate Esenya Steklova is eager to get the internship with the  glorious investigator but she could hardly expect the challenges she  would face while working with Rodion. Together they investigate the  cruelest crimes that took place in the history of Russian criminality.The Method featuring Vassa Bokova and Ekaterina Dubakina has one or more episodes streaming with subscription on Netflix. It's a crime and drama show with 16 episodes over 1 season. The Method is still airing with no announced date for the next episode or season. It has a better than average IMDb audience rating of 7.4 (2,018 votes).";"1Season";"Netflix"
"A Certain Scientific Railgun";2009;16;7.5;61;"Action & Adventure,Anime";"Misaka’s electro-manipulation abilities – and delightfully destructive Railgun projectile move – make her a rock star in Academy City. The techno-metropolis is packed with supernaturally powered students known as espers, including Misaka’s flirty friend and roommate, Kuroko. She uses her teleportation skills as a member of the Judgment law enforcement team, fighting crime alongside her fellow agent Uiharu. Joined by their friend Saten, a spunky Level 0 esper, Misaka, Kuroko, and Uiharu have a blast taking on danger whenever and wherever it arises.A Certain Scientific Railgun featuring Aki Toyosaki and Satomi Arai has one or more episodes streaming with subscription on Hulu, free on Crunchyroll, free on Tubi, and 6 others. It's an action & adventure and animation show with 64 episodes over 3 seasons. A Certain Scientific Railgun is still airing with no announced date for the next episode or season. It has a better than average IMDb audience rating of 7.5 (1,004 votes).";"3Seasons";"Hulu"
"Comedy Bang! Bang!";2012;16;7.5;61;"Comedy,Stand-up & Talk";"Based on Scott Aukerman’s popular podcast of the same name, COMEDY BANG! BANG! cleverly riffs on the well-known format of the late night talk show, infusing celebrity appearances and comedy sketches with a tinge of the surreal. In each episode, Aukerman engages his guests with unfiltered and improvisational lines of questioning, punctuated by banter and beats provided by bandleader, one-man musical mastermind Reggie Watts, to reinvent the traditional celebrity interview. Packed with character cameos, filmic shorts, sketches and games set amongst an off-beat world, COMEDY BANG! BANG! delivers thirty minutes of absurd laugh-loaded fun featuring some of the biggest names in comedy.Comedy Bang! Bang! featuring Scott Aukerman and 'Weird Al' Yankovic has one or more episodes streaming with subscription on Netflix, streaming via tv everywhere with IFC, streaming with subscription on fuboTV, and 4 others. It's a Comedy and Stand up & Talk show with 110 episodes over 5 seasons. Comedy Bang! Bang! is no longer running and has no plans to air new episodes or seasons. It has a better than average IMDb audience rating of 7.5 (3,792 votes).";"5 Seasons";"Netflix"
"Cuckoo";2012;16;7.3;61;"Comedy,Drama";"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.Cuckoo featuring Greg Davies and Helen Baxendale has one or more episodes streaming with subscription on Netflix. It's a comedy and drama show with 33 episodes over 5 seasons. Cuckoo is no longer running and has no plans to air new episodes or seasons. It has a better than average IMDb audience rating of 7.3 (7,601 votes).";"5Seasons";"Netflix"
"World War II In HD Colour";2009;7;8.7;61;"Documentary,Reality";"World War II In HD Colour is a 13-episode television documentary miniseries recounting the events of World War II narrated by Robert Powell. The show covers the Western Front, Eastern Front, and the Pacific War. It is on syndication in America on the Military Channel. This series is in full color, combining both original and colorized footage.World War II In HD Colour featuring Adolf Hitler and Robert Powell has one or more episodes streaming with subscription on Netflix, and available for purchase on iTunes. It's a documentary and reality show with 17 episodes over 2 seasons. World War II In HD Colour is no longer running and has no plans to air new episodes or seasons. It has a high IMDb audience rating of 8.7 (4,815 votes).";"2Seasons";"Netflix"
